,title,genre,year,date,rating,vote_count,plot,main_act,supp_act,page_url,img_url
709,킬러파티 (양수리 살인사건),공연실황|뮤지컬,2021,3.31,9.69,54,"  양수리 살인사건에 관한   에피소드"" 신망 높은 양수리 파출소 국민 경찰   형사는 집안일을 마치고 자신의 회고록을 작성하기 시작한다. 과거의 기억으로 돌아가 양수리의 한 극장 연출가,   저택에서부터 시작한다. … ' 은 노래를 흥얼거리며 저녁 파티를 준비한다. 그는 자신이 쓴 새로운 작품의 출연 배우들을 집으로 초대했다. 초대된 배우들은 모두 각자의 역할로 차려 입고   저택으로 모인다.   새로 쓴 작품은 선상 보트에서 일어나는 살인사건을 다루고 있는데, 그는 인생의 걸작을 썼다고 자부하며 한껏 신이 나있다. 배우들과 각자 한마디씩 이 작품과 역할에 대해 이야기를 하던 중 갑자기 불이 꺼지고 비명소리가 들린다. 6 초 후 불이 켜지자   수프 접시에 고개를 떨구며 쓰러진다. 사람들은 그가 자신이 쓴 작품에 맞게 연기를 하는 줄 알지만, 이내 그가 의식이 없다는 것을 발견한다. 과연 살인자는 누구일까.",양준모|신영숙|알리|김종구|리사|함연지|에녹|김소향|조형균|배두훈,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201914,https://movie-phinf.pstatic.net/20210324_126/1616563930669n1S2Y_JPEG/movie_image.jpg?type=m77_110_2
710,킬링,드라마,2021,4.07,5.5,4,"일본 에도 시대, 주인이 없는 사무라이 모쿠노신은 농부의 아들과 대련하며 검술을 연마한다. 평화로운 시기처럼 보이지만 미국의 배는 해안가에 정박 중이고, 파란 눈의 외국인 사령관은 무역 협상을 위해 에도 막부를 찾는다. 농부의 딸 유는 모쿠노신이 동생과 검술을 연마하는 것이 내키지 않지만, 자신도 모르게 모쿠노신에게 마음이 끌린다. 유는 흠모하는 모쿠노신이 징집될까 노심초사한다. 하지만 로닌과 사와무라가 무사가 될만한 인재를 찾아 그들의 마을을 찾아오고 뒤이어 무법자 패거리가 마을 언저리에 자리잡으면서, 모쿠노신은 전쟁에 휘말리고 그들의 삶은 영원히 바뀐다.",츠카모토 신야|이케마츠 소스케|아오이 유우,,https://movie.naver.com/movie/bi/mi/basic.naver?code=178065,https://movie-phinf.pstatic.net/20210108_168/1610092375568xSBIH_JPEG/movie_image.jpg?type=m77_110_2
711,킬링 오브 투 러버스,멜로/로맨스,2021,10.14,8.47,34,"  서로 다른 사람을 만나는 것에 동의하고 별거 중인   우연히 아내의 연인   존재를 알게 된 후 참을 수 없는 분노를 느낀다. 한편, 결혼과 육아로 단절되어버린 꿈을 이루기 위해 로펌에 취직한   같은 건물에 근무하는   점점 호감을 갖게 되고   관계를 보다 발전시키고픈   밤마다 그녀의 집으로 찾아가면서 그녀를 온전히 소유하고픈 욕망을 키워간다. 서로의 곁에 머물고 싶은 세 연인의 욕망은 그들을 위태로운 소용돌이 속으로 몰아넣는데…",클레인 크로포드|세피데 모아피|크리스 코이,,https://movie.naver.com/movie/bi/mi/basic.naver?code=191889,https://movie-phinf.pstatic.net/20211015_63/1634274052673gRyKA_JPEG/movie_image.jpg?type=m77_110_2
712,킬링 카인드: 킬러의 수제자,액션|범죄|스릴러,2021,12.01,6.0,239,"베트남 갱단에 의해 잔혹하게 부모를 잃은   암살자     잭슨  거둬져 최고의 킬러로 길러진다. 어느날,   세상의 유일한 가족   죽음을 목격하게 되고 그의 죽음에 거대한 세력의 배후가 있다는 것을 알게 된다. 모든 것을 잃은   피의 복수를 결심하는데… 친절하고 잔혹하게 받은 만큼 돌려준다!   윅  잇는 원히트 킬링 액션을 확인하라!",마이클 키튼|매기 큐|사무엘 L. 잭슨,,https://movie.naver.com/movie/bi/mi/basic.naver?code=208738,https://movie-phinf.pstatic.net/20211119_30/1637283800983Hqf2J_JPEG/movie_image.jpg?type=m77_110_2
713,킹스맨: 퍼스트 에이전트,액션,2021,12.22,7.86,4349,"역사상 최악의 폭군들과 범죄자들이 모여 수백만 명의 생명을 위협할 전쟁을 모의하는 광기의 시대. 이들을 막으려는 한 사람과 그가 비밀리에 운영 중인 독립 정보기관,   최초 미션이 시작된다! 베일에 감춰졌던   탄생을 목격하라!",랄프 파인즈|해리스 딕킨슨,리스 이판|젬마 아터튼|디몬 하운수|다니엘 브륄|매튜 구드|톰 홀랜더|찰스 댄스|애런 존슨|알렉산드라 마리아 라라|크리스티안 네크라소프|스탠리 투치,https://movie.naver.com/movie/bi/mi/basic.naver?code=159893,https://movie-phinf.pstatic.net/20211222_209/1640158522990DlO6B_JPEG/movie_image.jpg?type=m77_110_2
714,타다: 대한민국 스타트업의 초상,다큐멘터리,2021,10.14,7.94,122,"한국의 우버로 불리며 폭발적으로 성장하던 모빌리티 플랫폼 타다  출시한 지   만에 1 만 유저를 확보하며 승승장구하던 중 택시업계의 반발로 법적 공방에 휘말린다. 뜨거운 논란 속 치러진   무죄 판결을 받은 날, 모든 팀원들은 함께 모여   자축한다. 하지만 그로부터 단   뒤,   통과됐다는 청천벽력의 소식이 들려오는데... 그들은 이 최악의 위기를 뚫고 타다를 새롭게 부활시킬 수 있을까? 모빌리티 플랫폼 타다의 이야기로 세상에 공개되는   대한 국내 최초의 다큐멘터리 필름",박재욱,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201735,https://movie-phinf.pstatic.net/20211028_31/1635383699962uF7xp_JPEG/movie_image.jpg?type=m77_110_2
715,타이거마스크,코미디|액션,2021,12.3,5.47,198,"존재감 없이 살아온 3 여 년 어느 덧 이런 삶이 편안한 경지에 이르렀던 한 남자 전설의 가디언, 타이거 마스크로 다시 태어나다!",조한선|황보운|강별,정태우|김흥래|이재구|권해성|임소영|정의욱|강보람|박노경|이정혁,https://movie.naver.com/movie/bi/mi/basic.naver?code=210895,https://movie-phinf.pstatic.net/20220111_278/1641890730458B6CkU_JPEG/movie_image.jpg?type=m77_110_2
716,타인의 친절,드라마,2021,4.07,8.27,89,"모두가 꿈을 안고 찾아오지만, 누구나 길을 잃을 수 있는 뉴욕. 그곳에서 서로를 발견한 여섯 사람의 이야기",조 카잔|타하르 라힘|빌 나이|안드레아 라이즈보로|케일럽 랜드리 존스|제이 바루첼,,https://movie.naver.com/movie/bi/mi/basic.naver?code=183234,https://movie-phinf.pstatic.net/20210414_289/1618363382896pPmAf_JPEG/movie_image.jpg?type=m77_110_2
717,타임 이즈 업,멜로/로맨스,2021,11.11,8.67,6,"상위   모범생   자신이 곤경에 처할 때마다 도움을 주는 수영부 문제아   묘한 호감을 느끼지만 이미   곁에는 수영부 에이스이자 오랜 남자친구   있다. 서로에 대한 감정을 애써 무시하던     우연히 이탈리아 로마에서 잊지 못할 로맨틱한 하루를 함께 보내며 거부할 수 없는 끌림을 인정하게 된다. 운명적으로 맞닿은 두 사람의 마음이 이어지려는 순간, 갑작스러운 사고로     함께 한 그날의 기억을 모두 잃게 되는데…",벨라 손|벤자민 마스콜로,,https://movie.naver.com/movie/bi/mi/basic.naver?code=210256,https://movie-phinf.pstatic.net/20211126_243/1637914879817QlL2U_JPEG/movie_image.jpg?type=m77_110_2
718,탐험왕 엘카노&마젤란: 위대한 첫 번째 항해,애니메이션,2021,5.06,10.0,1,마젤란과 함께 아시아 해상무역의 모험을 떠난 젊은 선원이 방해 공작과 자연재해를 극복하고 항해 임무를 완수하는 내용을 담은 애니메이션,,,https://movie.naver.com/movie/bi/mi/basic.naver?code=192012,https://movie-phinf.pstatic.net/20200121_279/1579587157641zhf71_JPEG/movie_image.jpg?type=m77_110_2
719,태양은 움직이지 않는다,액션,2021,11.1,3.99,77,하루 동안 정기적인 보고를 하지 않으면 터지게 되는 폭탄을 가슴속에 지닌 채 기밀 정보를 알아내는   요원   타츠야    료마  대기업   태양광 에너지가 관련된 엄청난 비밀을 알게 된다. 여기에 정체불명의 여인   일급 스파이인 ‘  관련 정보를 노리면서 상황은 걷잡을 수 없게 되는데… 차세대 에너지를 둘러싼 보이지 않는 전쟁이 시작된다!,후지와라 타츠야|타케우치 료마|한효주|변요한,,https://movie.naver.com/movie/bi/mi/basic.naver?code=191638,https://movie-phinf.pstatic.net/20211026_50/1635227303683J7eIY_JPEG/movie_image.jpg?type=m77_110_2
720,태양을 덮다,드라마,2021,3.11,8.25,20,"정치부 기자인 나베시마는 지진과 정부의 대처를 취재하던 중, 무언가 심상찮은 일이 일어나고 있음을 눈치챈다. 어렵사리 얻어낸 정보는, 지진으로 후쿠시마 원전 냉각장치가 멈추었다는 것! 그러나 정보는 제한되어 있고 정부의 대처는 답답하기만 하다. 직접 도비  원자력부에 몸담았던 요코하마씨를 찾아내 취재하는 나베시마. 그러나 그가 말해주는 진실들은 더욱 놀라운데… 패닉에 빠져버린 정부 관계자들과 과학자들, 그리고 정든 고향을 떠나야만 하는 사람들. 모두가 어찌할 바를 몰랐던 혼란, 그 날들의 기록.",키타무라 유키야,하카마다 요시히코|나카무라 유리|카쿠 토모히로|오니시 시마|카미오 유우|아오야마 소타|스가와라 다이키치|미타무라 쿠니히코|스가타 슌|이노우에 타카시|미야지 마사코|나하나|아난 켄지,https://movie.naver.com/movie/bi/mi/basic.naver?code=154000,https://movie-phinf.pstatic.net/20210225_298/1614238427173rnmCU_JPEG/movie_image.jpg?type=m77_110_2
721,태일이,애니메이션,2021,12.01,8.43,416,"평화시장에서 재단사 보조로 취직한 태일이는 정식 재단사가 되어 가족의 생계도 꾸리고 동생들 공부도 시키는 것이 꿈이다. 그러나 열심히 일해 재단사가 된 태일이의 눈에 띈 것은 죽도록 일하고 커피 한 잔 값도 받지 못한 채 피를 토하는 어린 여공들의 얼굴이다. 동료를 위하는 따뜻한 마음 만으로는 아무것도 바꿀 수 없고,   있어도 지켜지지 않는 현실 앞에서 스물두 살 청년 태일이는 스스로 희망의 불꽃이 되기를 결심한다. “  준수하라! 우리는 기계가 아니다 ",장동윤|염혜란|진선규|박철민|권해효|태인호,정예진|신정윤|김희정|안동구|강태우|이나영,https://movie.naver.com/movie/bi/mi/basic.naver?code=180382,https://movie-phinf.pstatic.net/20211201_158/1638335929021VzRFf_JPEG/movie_image.jpg?type=m77_110_2
722,턴: 더 스트릿,드라마|멜로/로맨스,2021,3.31,8.25,75,스페이스엔터테인먼트 연습생인   곧 데뷔를 앞두고 지쳐있던   우연한 계기로 친해진 후 서로 응원해주는 사이가 된다. 열심히 연습을 하던 어느 날 그 둘은 스트레스를 해소하기 위해 함께 땡땡이를 치고 기획사 대표에게 걸려   기획사를 나오게 된다. 이후   춤을 포기하지 않고 연습생 생활을 같이 한   함께   스트릿 스타] 댄스 경연대회에 도전하기로 한다. 방황하던 댄서들을 모아 새로운 팀   만들게 되는데... 춤에 미친 청춘들의 무대가 펼쳐진다!,김승훈|홍은기|최연청|이유진|오명교|권혁진|양치승,강안나|V.D,https://movie.naver.com/movie/bi/mi/basic.naver?code=203085,https://movie-phinf.pstatic.net/20210308_204/16151690232671pLCj_JPEG/movie_image.jpg?type=m77_110_2
723,테이큰 하드체이싱,액션|스릴러,2021,4.08,4.5,6,"아들   함께 멕시코로 이사 온 싱글 대디   갑작스러운 공격에 쓰러지게 된   알 수 없는 정체로부터 전화를 받게 된다. 그는 비밀정보요원 시절 리차드 이름인   언급하며, 아들   목숨을 담보로 무시무시한 제안을 하는데.. 바로, 멕시코 거대 범죄 조직 카르텔을 모두 처치해야 하는 것. 아들을 살리기 위해   만에 다시 총을 잡아야 하는   소중한 것을 위해, 모든 것을 건 외로운 사투가 시작된다!",스콧 앳킨스|스티븐 엘더|마리오 반 피블스,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201903,https://movie-phinf.pstatic.net/20210318_121/1616034646370DMUNw_JPEG/movie_image.jpg?type=m77_110_2
724,토베 얀손,드라마,2021,9.16,7.96,23,자유로운 영혼을 가진 예술가 토베는 삽화 의뢰로 알게 된 연극 연출가 비비카와 강렬한 사랑에 빠진다 자신의 캐릭터   연극 무대에 올리고 시청 벽화를 그리며 인정받기 시작한 토베 하지만 비비카는 파리로 떠나는데…   작가로만 알고 있었던 그녀의 진짜 이야기를 만난다!,알마 포이스티|크리스타 코소넨|샨티 로니,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201559,https://movie-phinf.pstatic.net/20210823_223/1629695673976ctSz6_JPEG/movie_image.jpg?type=m77_110_2
725,토이 솔져스: 가짜사나이2 더 컴플리트,다큐멘터리,2021,1.27,8.2,199,"  수 있어! 극복해  가짜가 대세인 현실세계에 진솔한 모습을 통해   보여주며 공명하고 있는 리얼 버라이어티 콘텐츠인 가짜사나이2 극장판,   손바닥만한 화면에서 벗어나, 스크린을 통해 보다 리얼하게 관객에게 다가간다.",김병지|줄리엔 강|힘의길|이과장|곽윤기|손민수|까로|지기|조재원|머독|윽박|홍구|오현민|샘김,,https://movie.naver.com/movie/bi/mi/basic.naver?code=197479,https://movie-phinf.pstatic.net/20210119_74/1611022473600mjTT8_JPEG/movie_image.jpg?type=m77_110_2
726,토토리! 우리 둘만의 여름,모험|가족,2021,5.19,8.59,27,"아름다운 대자연으로 캠핑 여행을 떠난       나이에 딱 걸맞게 모든 게 신나기만 한   달리,   나이에 걸맞지 않게 어른스러운   병원에 있는 엄마의 특명을 받아 아빠와 동생 챙기기에 바쁘다. 그런데 아뿔싸! 아빠가 강가 바위 틈으로 추락했다! 아빠를 구하기 위해 왔던 길을 거슬러 가보지만, 곧 드넓은 숲속에서 길을 잃고 만다. 모든걸 포기하고 싶은 그 순간, 떠오른 엄마의 한마디.   거야? 아니면 슈퍼히어로가 될 거야  내 안의 슈퍼파워를 깨우는 마법의 주문! 다 함께 외쳐봐! 토 ",베가 오스틴|빌리 오스틴,,https://movie.naver.com/movie/bi/mi/basic.naver?code=198553,https://movie-phinf.pstatic.net/20210427_255/16195029913224Oo6y_JPEG/movie_image.jpg?type=m77_110_2
727,톰과 제리,애니메이션,2021,2.24,7.61,558,"생쥐 제리는 성대한 결혼식이 열리게 될 뉴욕의 한 고급 호텔로 이사를 오게 되고, 이벤트 플래너 카일라는 제리를 잡기 위해서 고양이 톰을 고용한다. 하지만 우당탕탕 사고뭉치들의 역대급 대소동은 카일라의 커리어는 물론 결혼식과 호텔까지도 위험에 빠뜨리게 되는데…",클로이 모레츠|마이클 페나|켄 정,카밀라 아프웨드슨|롭 딜레이니|크리스티나 청,https://movie.naver.com/movie/bi/mi/basic.naver?code=193973,https://movie-phinf.pstatic.net/20210125_107/1611552642316gpqQH_JPEG/movie_image.jpg?type=m77_110_2
728,트리거 포인트,액션|스릴러,2021,7.29,7.78,9,정체 불명의 조직에 납치되어 고문당한 특수요원 동료를 밀고하고 암살한 배신자의 오명을 쓴다. 기억을 잃고 은둔한 그에게 옛 동료가 찾아오고 실종된 조직원이자 동료의 딸을 찾아 달라는 요청에 다시 위험한 스파이의 세계로 뛰어든다. 사건을 파헤칠수록 잃어버린 기억이 하나씩 되살아나고 그 배후에 숨겨진 엄청난 음모를 알게 되는데… 복수의 방아쇠는 당겨졌다! 잃을 것 없는 남자의 숨막히는 추격전이 시작된다!,배리 페퍼|콜므 포어|이브 하로우,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201782,https://movie-phinf.pstatic.net/20210712_80/1626066103859WnUYI_JPEG/movie_image.jpg?type=m77_110_2
729,트립 투 그리스,코미디|드라마,2021,7.08,5.85,52,"영국 유명 배우 스티브와 롭은   매거진의 제안으로   동안의 그리스 여행을 떠난다. 터키 아소스를 시작으로 그리스 아테네, 이타카까지   속 오디세우스의 발자취를 따라가는 낭만적인 여행을 통해 인생과 예술, 사랑에 대한 유쾌한 대화를 나눈다.",스티브 쿠건|롭 브라이든,,https://movie.naver.com/movie/bi/mi/basic.naver?code=193525,https://movie-phinf.pstatic.net/20210614_272/1623638971526LBra1_JPEG/movie_image.jpg?type=m77_110_2
730,트웬티 해커,액션|드라마,2021,3.24,6.2,105,"서울 도심의 거리, 평화롭게 길을 걸어가는 사람들. 갑자기 동시다발적으로 전자지갑에서 출금 문자가 도착한다. 그리고 곧이어 도심의 전광판은 해커의 경고성 메시지로 도배된다.           t c n     ‘       사건 발생   전! 영원한 승자도, 패자도 없는 해커들 사이에. 혜성처럼 나타나 해커들의 감시자로 불리는 천재 해커 재민 .  .   . 재민은 아버지 회사를 나락으로 빠트린 블랙해커 집단 ‘  을 찾기 위해 독학으로 해킹을 마스터하고, 블랙해커의 움직임을 감시하는 역할을 하고 있었다. 어느 날, 재민은 해커들의 이상한 움직임을 감지하고, 막으려던 찰라! 오히려 재민의 움직임을 막아서는 해커, 화이트 해커 집단,   마주하게 된다.   한국대학교 내의 비밀 동아리로, 해킹으로 더 좋은 세상을 만들겠다는 모토로 시작된 화이트 해커들의 모임이었다. 그들은 재민의 능력을 높이 사며 함께 하기를 권하고, 재민은 결국 반강제적으로 입부하게 된다. 한편, 재민의 소꿉친구인 주희의 아버지가 암호화폐 투자 사기꾼 친구에게 낚여, 퇴직금을 모조리 투자하려는 것을 알게 된다. 재민과   그들의 컴퓨터를 해킹해서, 투자 설명회를 망치고, 사기꾼들을 잡는데 성공한다. 이 사건으로   유명세와 주목을 받게 된다. 재민은 이 유명세를 이용해서 자신이 찾고 있는   불러들이려고 하고, 혜수는   위험해 질 수 있다며 경고를 한다. 재민의 예상대로 ‘  은 암호화폐의 인기에 한창 주가가 치솟는 국제 거래소를 해킹 타겟으로 지명하고, 재민은 곧장 송도로 출발해 복수의 계획을 실행한다. 한편 주희의 아버지가 또 다시 국제 거래소에 거금을 투자를 했다는 소식에, 함정이라는 것을 알아차린 재민. 재민과   다시 힘을 합쳐, 블랙해커   막아내려고 하는데  과연 그들은 블랙해커   계획에 맞서, 국제거래소를 지켜 낼 것인가!",권현빈|임나영|조현영|김건수|이수웅|맹봉학|주석태,김영석|신준철|이성원|손인용|이유현|이태욱|김태형|이승재|임재현|박지한|김대영|서은서|이윤채|이석재|신연철,https://movie.naver.com/movie/bi/mi/basic.naver?code=203310,https://movie-phinf.pstatic.net/20210310_223/16153550857275DVJf_JPEG/movie_image.jpg?type=m77_110_2
731,특명: 스피드 레스큐,액션|전쟁,2021,3.29,3.71,7,마약 밀매 조직   자신들을 방해하는 대부호를 납치하고 대규모 범죄 사건을 계획한다. 이를 저지하기 위해 특수부대 스워드팀이 투입되고 그들에게는 또 다른 전대미문 미션이 주어진다. 최악의 마약 범죄단   지상 최고의 특수부대 스워드팀   숨 막히는 전투가 펼쳐진다!,왕해상,,https://movie.naver.com/movie/bi/mi/basic.naver?code=202362,https://movie-phinf.pstatic.net/20210203_259/1612314406554BulYv_JPEG/movie_image.jpg?type=m77_110_2
732,특수부대 백호2,전쟁|액션,2021,3.11,3.0,2,마약 조직 소탕 작전을 성공적으로 완수한 특수부대 백호. 명령에 따라 추가적인 수색 작전에 투입된다. 하지만 저격수를 이용한 예상치 못한 적의 매복 공격에 백호부대는 낯선 지역에 고립되게 되고... 보이지 않는 적들 앞에 국가의 운명을 가를 전투가 다가온다.,,,https://movie.naver.com/movie/bi/mi/basic.naver?code=202908,https://movie-phinf.pstatic.net/20210224_22/1614156149794KY6oJ_JPEG/movie_image.jpg?type=m77_110_2
733,특수팀,드라마|액션,2021,5.18,1.0,1,산악 도시에서 연쇄살인 사건이 발생하고 모두가 경계 대세를 갖추고 있다. 수사팀은 살인사건이 생중계된 익명의 메일을 받고 즉시 조사에 착수한다. 하지만 범인은 살인마다 단서를 남기고 수사는 갈수록 복잡해지는데…,,,https://movie.naver.com/movie/bi/mi/basic.naver?code=204623,https://movie-phinf.pstatic.net/20210503_238/1620028110487zkmB5_JPEG/movie_image.jpg?type=m77_110_2
734,티탄,드라마|SF|스릴러,2021,12.09,6.88,312,"어린 시절, 교통사고로 뇌에 티타늄을 심고 살아가던 여성이 기이한 욕망에 사로잡혀 일련의 사건에 휘말리다 1 년 전 실종된 아들을 찾던 슬픈 아버지와 조우하게 되며 벌어지는 이야기.",아가트 루셀|뱅상 랭동|가렌스 마릴러,,https://movie.naver.com/movie/bi/mi/basic.naver?code=206641,https://movie-phinf.pstatic.net/20211110_86/1636528344934PTfch_JPEG/movie_image.jpg?type=m77_110_2
735,"틱, 틱... 붐!",드라마|뮤지컬,2021,11.12,8.84,351,"  년 뉴욕, 식당에서 웨이터로   뮤지컬의 전설로 남을 작품을 쓰겠다는 꿈을 이루기 위해 작곡에 매진한다. 그런데 인생의 중요한 기회가 될 수도 있는 공연을 며칠 앞두고 많은 일들이 갑작스레 몰려온다. 뉴욕이 아닌 곳에서 아티스트의 삶을 꿈꾸는 여자   꿈을 접고 경제적으로 안정된 삶을 선택한   예술계를 뒤흔든 사회적 이슈 등이 그를 전방위로 압박한다. 서른 살 생일은 다가오고,   예술가로서의 삶이 불안해지기 시작하는데..",앤드류 가필드|알렉산드라 쉽|로빈 드 지저스|바네사 허진스|브래드리 휘트포드|주디스 라이트,,https://movie.naver.com/movie/bi/mi/basic.naver?code=210808,https://movie-phinf.pstatic.net/20211026_6/1635216174700A9jxe_JPEG/movie_image.jpg?type=m77_110_2
736,파리의 별빛 아래,드라마,2021,5.05,9.5,16,남모를 상처와 사연으로 홈리스의 삶을 살게 된   세상의 외면과 냉대 속에서 삶을 이어가던 크리스틴 앞에 머물 곳도 엄마도 잃은 아프리카 난민 소년   나타난다. 서로 말도 통하지 않지만 크리스틴은 술리의 엄마를 찾기 위해 사람들의 차가운 시선을 견디며 자신이 꾸려 온 모든 걸 던지는데…,카트린 프로|마하마두 야파|도미니크 프로트,,https://movie.naver.com/movie/bi/mi/basic.naver?code=195441,https://movie-phinf.pstatic.net/20210412_144/1618203769055qkK5M_JPEG/movie_image.jpg?type=m77_110_2
737,파워 오브 도그,드라마|멜로/로맨스|서스펜스|미스터리,2021,11.17,7.74,367,"  미국 몬타나, 거대한 목장을   막대한 재력은 물론 위압적이고 묘한 매력으로 사람들에게 공포와 경외를 동시에 불러일으킨다. 어느 날 그의    키얼스틴 던스트  그의 아들을  으로 맞이하고,   갑작스러운 결혼 소식에 분노한     아들을 볼모로 삼아 그녀를 옭아매기 시작한다. 자신이 사랑에 빠질 수 있다는 것을 깨닫지 못한 채.",베네딕트 컴버배치|커스틴 던스트|제시 플레먼스|코디 스밋 맥피|토마신 맥켄지|짐 개피건|키스 캐러딘,,https://movie.naver.com/movie/bi/mi/basic.naver?code=193857,https://movie-phinf.pstatic.net/20211115_172/1636939676573xFoHj_JPEG/movie_image.jpg?type=m77_110_2
738,파이터,드라마,2021,3.18,6.84,77,"낯선 곳에서 새 출발하게 된 진아는 우연히 복싱에 매료되고, 어쩌다 복서가 된다. 두 탕 알바에 고된 몸으로 오른 링 위에서 그녀가 마주한 건 세상 밖으로 나오지 못하던 자기 자신이었다. 삶의 발버둥이 아닌 스텝을 가르쳐준 복싱. 진아는 살아가기 위한 진짜 파이팅을 준비하는데… 두 주먹 두 발로 세상에 맞서 파이팅 투게더!",임성미|백서빈|오광록,이승연|김윤서,https://movie.naver.com/movie/bi/mi/basic.naver?code=198306,https://movie-phinf.pstatic.net/20210223_109/1614071286007hejv3_JPEG/movie_image.jpg?type=m77_110_2
739,파이프라인,범죄,2021,5.26,6.32,1842,손만 대면 대박을 터트리는 도유 업계 최고 천공기술자   수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자   거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다. 프로 용접공   땅 속을 장기판처럼 꿰고 있는   괴력의 인간 굴착기   이 모든 이들을 감시하는   그러나 저마다 다른 목적을 가진 이들이 서로를 속고 속이면서 계획은 예상치 못한 방향으로 흘러가기 시작하는데... 인생 역전을 꿈꾸는 여섯 명의 도유꾼들 그들의 막장 팀플레이가 시작된다!,서인국|이수혁|음문석|유승목|태항호|배유람|배다빈,서동원|지대한|정재광|박민규|신유람|김영필|김정팔|우강민,https://movie.naver.com/movie/bi/mi/basic.naver?code=187549,https://movie-phinf.pstatic.net/20210526_164/1622018439127m1L49_JPEG/movie_image.jpg?type=m77_110_2
740,파힘,드라마,2021,1.21,8.15,40,"유쾌하고 따뜻한 감동 실화! 방글라데시 체스 신동 ‘ 은 체스 챔피언이 되기 위해 아빠와 프랑스로 떠난다. 말도 통하지 않는 파리에서 괴짜 선생님   만나 제대로 된 체스를 배우기 시작하는   그러나 대회 당일, 체류증을 구하지 못한 아빠에게 추방 통보가 떨어지면서 챔피언이 되어 가족과 함께 살겠다는 소년의 꿈은 점점 멀어지는데…",아사드 아메드|제라르 드빠르디유,미자누르 라하만|이사벨 낭티,https://movie.naver.com/movie/bi/mi/basic.naver?code=190799,https://movie-phinf.pstatic.net/20210115_223/1610678127242oTOHp_JPEG/movie_image.jpg?type=m77_110_2
741,팜 스프링스,코미디|멜로/로맨스|판타지,2021,8.19,7.68,114,"인생 최고의 날로 기억될 멋진 결혼식이 열리는 팜스프링스의 리조트 타임루프 세계관에 갇힌 남자 나일스에게 오늘은 1 만 번째  결혼식일 뿐이다. 하지만 우연한 사고로 세라가 나일스의 세상에 개입하면서 똑같았던 하루는 늘 특별한 오늘  되는데… 진짜 내일 없이 사는, 두 남녀의 썸머 코믹 로맨스가 시작된다!",앤디 샘버그|크리스틴 밀리오티|J.K. 시몬스,피터 갤러거|메레디스 하그너|카밀라 멘데스|테일러 후츨린|데일 딕키,https://movie.naver.com/movie/bi/mi/basic.naver?code=191820,https://movie-phinf.pstatic.net/20210730_271/16276212322688M1Vv_JPEG/movie_image.jpg?type=m77_110_2
742,패트리어트,액션,2021,4.08,2.46,13,한때   촉망받는 요원이었던   한순간 국가로부터 버림받는다. 그런 그녀가 손에 쥐고 있던 것은 다름 아닌 세계   대전에 대한 기밀 정보. 그녀에게서 정보를 빼내기 위해 갖은 세력들이 접근해 위협을 가하기 시작하는데…,알렉스 스터먼|데이빗 채텀,,https://movie.naver.com/movie/bi/mi/basic.naver?code=201939,https://movie-phinf.pstatic.net/20210408_203/1617846684063Ueony_JPEG/movie_image.jpg?type=m77_110_2
743,팬텀: 더 뮤지컬 라이브,공연실황,2021,12.01,8.86,111,"파리 오페라 하우스의 어둠만이 가득한 지하, 그곳에는 천재적인 재능을 지녔지만 흉측한 얼굴 탓에 숨어 지내는 오페라의 유령이 있다. 오페라 하우스를 지배하는 그는   알려져 있을 뿐 그 누구도 그의 정체를 알지 못한다. 그는 우연히 천상의 목소리를 가진 크리스틴 다에의 목소리를 듣고 단번에 매료되고, 그녀를 오페라 극장의 새로운 디바로 만들기 위한 비밀스러운 레슨을 시작한다. 오페라의 유령의 도움으로 크리스틴의 실력은 나날이 향상되고 기다려왔던 데뷔 무대를 치르지만, 열등감과 질투에 사로잡힌 오페라 극장의 디바 카를로타의 사악한 음모에 크리스틴의 데뷔는 엉망이 되고 만다. 이에 분노한 오페라의 유령은 자신의 모든 것을 걸고, 크리스틴을 지키기로 다짐하게 되는데… 세상이 무너진 이 순간, 너의 음악이 되리라!",규현|임선혜,윤영석|신영숙|에녹|임기홍|김주원|윤전일|이시목,https://movie.naver.com/movie/bi/mi/basic.naver?code=208915,https://movie-phinf.pstatic.net/20211116_217/1637048107662ershl_JPEG/movie_image.jpg?type=m77_110_2
